X,Y,OBJECTID,SchoolCode,OrganizationId,SchoolName,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
2313968.054,1006263.817,7184,5446,105997,Mary Walker Alternative Learning Experience,,32801,101,Educational Service District 101,33207,Mary Walker School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"500 N 4th, Springdale, Washington, 99173","PO Box 159, Springdale, Washington, 99173",Brett  Joachim,bjoachim@marywalker.org,509.258.4738,48.060117,-117.745876,Stevens,5,7
2318597.737,1046730.375,7320,5357,105783,Valley Early Learning Center,,32801,101,Educational Service District 101,33070,Valley School District,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"3030 Huffman Road, Valley, Washington, 99181","3030 Huffman Road, Valley, Washington, 99181",Candace  Harris,candace.harris@valleysd.org,509-937-2638,48.17050031,-117.7211338,Stevens,5,7
2363134.545,916345.57,7436,5417,105923,Re-Engagement School (Nine Mile Falls),,32801,101,Educational Service District 101,32325,Nine Mile Falls School District,9,12,9,12," Public School, Re-Engagement School",R,Reengagement School,High School,"5909 Highway 291, Nine Mile Falls, Washington, 99026","5909 Highway 291, Nine Mile Falls, Washington, 99026",Willard B Osborn,bosborn@9mile.org,509.340.4200,47.80897,-117.55872,Stevens,5,7
2232087,1203016.675,7467,5516,106147,Kettle Falls Early Learning Center,,32801,101,Educational Service District 101,33212,Kettle Falls School District,PK,PK,-1,-1," Affiliated With District, Public School",P,Public School,PK Only,"735 S Meyers Street, Kettle Falls, Washington, 99141","PO Box 458, Kettle Falls, Washington, 99141",Michael  Olsen,molsen@kfschools.org,509.738.6625,48.606326,-118.0555343,Stevens,5,7
2295089.059,1319007.501,7469,5252,105430,Northport Homelink Program,,32801,101,Educational Service District 101,33211,Northport School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"402 10th Street, Northport, Washington, 99157","PO Box 679, Northport, Washington, 99157",Donald   Baribault,homelink@northportschools.org,509 732-4251,48.9182189,-117.7789119,Stevens,5,7
2318591.744,1085985.096,7479,5523,106154,Chewelah Open Doors Reengagement Program,,32801,101,Educational Service District 101,33036,Chewelah School District,10,13,10,13," Public School, Re-Engagement School",R,Reengagement School,High School,"W 106 Lincoln St, Chewelah, Washington, 99109","PO Box 47, Chewelah, Washington, 99109",Erin  Dell,edell@chewelahk12.us,509.685.6800,48.27800166,-117.7154824,Stevens,5,7
2271080.742,1182836.487,7532,5604,106310,Colville Fish Hatchery,,32801,101,Educational Service District 101,33115,Colville School District,7,12,7,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,Other,"390 N Hofstetter , Colville, Washington, 99114","390 N Hofstetter , Colville, Washington, 99114",Kevin   Knight,tami.mills@colsd.org,509-684-7800,48.54765272,-117.8972956,Stevens,5,7
2177277.968,261378.292,5239,3541,103026,John Sager Middle School,,11801,123,Educational Service District 123,36250,College Place School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1775 SOUTH COLLEGE AVENUE, COLLEGE PLACE, Washington, 99324-1771","1775 SOUTH COLLEGE AVENUE, COLLEGE PLACE, Washington, 99324-1771",Scott Andrew Kasenga,skasenga@cpps.org,509.525.5300,46.030374,-118.386094,Walla Walla,5,16
2191804.268,359567.819,5420,3574,103039,Prescott Elementary School,,11801,123,Educational Service District 123,36402,Prescott School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"207 SOUTH A ST, PRESCOTT, Washington, 99348-0065","PO BOX 65 207 SOUTH A ST, PRESCOTT, Washington, 99348-0065",Justin  Bradford,jbradford@prescott.k12.wa.us,509.849.2217,46.298454,-118.318233,Walla Walla,5,16
2191342.941,359160.7113,5421,5157,104846,Prescott Special Ed Pre-school,,11801,123,Educational Service District 123,36402,Prescott School District,PK,PK,-1,-1," Public School, Special Education School",S,Special Education School,PK Only,"207 SOUTH A STREET, PRESCOTT, Washington, 99348","PO BOX 65, PRESCOTT, Washington, 99348",Justin  Bradford,jbradford@prescott.k12.wa.us,509.849.2217,46.297373,-118.320102,Walla Walla,5,16
2188370.761,270531.8938,5609,3510,103020,Garrison Middle School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"906 CHASE ST, WALLA WALLA, Washington, 99362-3996","906 CHASE ST, WALLA WALLA, Washington, 99362-3996",Kimberle Annette Doepker,kdoepker@wwps.org,509.527.3040,46.054643,-118.341451,Walla Walla,5,16
2192963.386,277838.4106,5663,2078,103013,Green Park Elementary School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1105 E ISAACS AVE, WALLA WALLA, Washington, 99362-2199","1105 E ISAACS AVE, WALLA WALLA, Washington, 99362-2199",Rick James Kline,rkline@wwps.org,509.527.3077,46.074326,-118.322574,Walla Walla,5,16
2198864.347,273387.516,5961,2074,103012,Berney Elementary School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1718 PLEASANT ST, WALLA WALLA, Washington, 99362-3799","1718 PLEASANT ST, WALLA WALLA, Washington, 99362-3799",Paula Michelle Carpenter,mcarpenter@wwps.org,509.526.8534,46.061676,-118.299821,Walla Walla,5,16
2177034.209,267960.5538,6203,2114,103025,Davis Elementary,,11801,123,Educational Service District 123,36250,College Place School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"31 SE ASH STREET, COLLEGE PLACE, Washington, 99324-1771","31 SE ASH STREET, COLLEGE PLACE, Washington, 99324-1771",Mark  Allen Ferraro,mferraro@cpps.org,509.525.5110,46.048436,-118.386359,Walla Walla,5,16
2236072.55,303718.7588,6227,2278,103006,Dixie Elementary School,,11801,123,Educational Service District 123,36101,Dixie School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"10520 E. Hwy. 12, DIXIE, Washington, 99329-0040","PO BOX 40, DIXIE, Washington, 99329-0040",Matt  Bona,mbona@dixiesd.org,509.525.5339,46.141876,-118.149751,Walla Walla,5,16
2196412.593,275705.0357,6266,2528,103016,Edison Elementary School - Walla Walla,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"1315 E ALDER ST, WALLA WALLA, Washington, 99362-3598","1315 E ALDER ST, WALLA WALLA, Washington, 99362-3598",Jenny Rainwater Foster,jfoster@wwps.org,509.527.3072,46.068216,-118.309222,Walla Walla,5,16
2196188.63,274351.9826,6287,2780,103017,Pioneer Middle School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599","450 BRIDGE ST, WALLA WALLA, Washington, 99362-3599",Kristina Y Duncan,kduncan@wwps.org,509.527.3050,46.064524,-118.310252,Walla Walla,5,16
2191342.941,359160.7113,6307,3575,103040,Prescott High School,,11801,123,Educational Service District 123,36402,Prescott School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"207 SOUTH A ST, PRESCOTT, Washington, 99348-0065","PO BOX 65 207 SOUTH A STREET, PRESCOTT, Washington, 99348-0065",Justin  Bradford,jbradford@prescott.k12.wa.us,509.849.2217,46.297373,-118.320102,Walla Walla,5,16
2192986.555,266354.9152,6310,2159,103014,Prospect Point Elementary,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"55 RESER RD, WALLA WALLA, Washington, 99362-8871","55 RESER RD, WALLA WALLA, Washington, 99362-8871",Barbara Lynne Casey,bcasey@wwps.org,509.527.3088,46.042845,-118.323731,Walla Walla,5,16
2192208.036,274248.0441,6442,3728,103021,Sharpstein Elementary School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"410 HOWARD ST, WALLA WALLA, Washington, 99362-3294","410 HOWARD ST, WALLA WALLA, Washington, 99362-3294",Maria Anderson Garcia,mgarcia@wwps.org,509.526.1696,46.064541,-118.325939,Walla Walla,5,16
2233689.812,349137.6486,6664,2712,103037,Waitsburg Elementary School,,11801,123,Educational Service District 123,36401,Waitsburg School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"184 Academy, Waitsburg, Washington, 99361-0217","P O Box 217, Waitsburg, Washington, 99361-0217",Mark  Pickel,mpickel@waitsburgsd.org,509.337.6461,46.266567,-118.153818,Walla Walla,5,16
2194443.852,266991.993,6665,3468,103019,Walla Walla High School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,9,12,9,12," Public School, Regular School",P,Public School,High School,"800 ABBOTT RD, WALLA WALLA, Washington, 99362-9300","800 ABBOTT RD, WALLA WALLA, Washington, 99362-9300",Ronald Steven Higgins,rhiggins@wwps.org,509.527.3020,46.044481,-118.317925,Walla Walla,5,16
2189387.343,272313.3108,6719,4071,103022,Lincoln High School,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"421 S. 4TH AVE, WALLA WALLA, Washington, 99362-2907","421 S. 4TH AVE, WALLA WALLA, Washington, 99362-2907",Marci Lynelle Knauft,mknauft@wwps.org,509.527.3083,46.05945,-118.337256,Walla Walla,5,16
2176930.851,261664.8902,6836,5362,105789,College Place High School,,11801,123,Educational Service District 123,36250,College Place School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1755 S. College Avenue, College Place, Washington, 99362","1755 S. College Avenue, College Place, Washington, 99362",Robert A Aguilar,raguilar@cpps.org,509.522.3312,46.03118516,-118.3874299,Walla Walla,5,16
2233520.303,349035.1984,7100,2174,103035,Preston Hall Middle School,,11801,123,Educational Service District 123,36401,Waitsburg School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"605 Main Street, Waitsburg, Washington, 99361-0217","P O Box 217, Waitsburg, Washington, 99361-0217",Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.9474,46.2663,-118.1545,Walla Walla,5,16
2233936.08,349355.8447,7101,2386,103036,Waitsburg High School,,11801,123,Educational Service District 123,36401,Waitsburg School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"420 Coppei Ave, Waitsburg, Washington, 99361-0217","P O Box 217, Waitsburg, Washington, 99361-0217",Stephanie  Wooderchak,swooderchak@waitsburgsd.org,509.337.6351,46.267145,-118.152819,Walla Walla,5,16
2185532.139,271116.4914,7102,5187,104966,Head Start,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,PK,PK,-1,-1," Preschool, Public School",P,Public School,PK Only,"1150 W Chestnut St, Walla Walla, Washington, 99362","1150 W Chestnut St, Walla Walla, Washington, 99362",Samantha Kate Bowen,sbowen@wwps.org,509.526.1781,46.056458,-118.352565,Walla Walla,5,16
2196795.964,278473.8503,7196,5460,106011,Walla Walla Open Doors,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,11,12,11,12," Public School, Re-Engagement School",R,Reengagement School,High School,"1917 E Isaacs Ave, Walla Walla, Washington, 99362","1917 E Isaacs Ave, Walla Walla, Washington, 99362",Chris R Gardea,cgardea@wwps.org,509.526.6711,46.07577679,-118.307409,Walla Walla,5,16
2204618.052,279691.8646,7311,5337,105667,SE AREA TECHNICAL SKILLS CENTER,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,11,12,11,12," Public School, Vocational/technical school",V,Vocational/Technical Skills Center,High School,"525 CAMPUS LOOP DR, WALLA WALLA, Washington, 99362","525 CAMPUS LOOP DR, WALLA WALLA, Washington, 99362",Jerry Thomas Maher,jmaher@wwps.org,509.526.2001,46.07851524,-118.2764643,Walla Walla,5,16
2176930.851,261664.8902,7491,5575,106224,College Place Open Doors Program,,11801,123,Educational Service District 123,36250,College Place School District,9,13,9,13," Public School, Re-Engagement School",R,Reengagement School,High School,"1755 S College Avenue, College Place, Washington, 99324","1755 S College Avenue, College Place, Washington, 99324",Robert  Aguilar,raguilar@cpps.org,509-525-4827,46.03118516,-118.3874299,Walla Walla,5,16
2185532.139,271116.4914,7520,5567,106216,ECEAP,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,PK,PK,-1,-1," Affiliated With District, Public School",P,Public School,PK Only,"1150 W Chestnut St, Walla Walla, Washington, 99362","1150 W Chestnut St, Walla Walla, Washington, 99362",Samantha Kate Bowen,sbowen@wwps.org,509.526.1781,46.056458,-118.352565,Walla Walla,5,16
2185532.139,271116.4914,7562,5616,106398,Walla Walla Center for Children and Families,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,PK,K,-1,0," Public School, Regular School",P,Public School,Elementary School,"1150 W Chestnut St, Walla Walla, Washington, 99362","1150 W Chestnut St, Walla Walla, Washington, 99362",Samantha  Bowen,sbowen@wwps.org,509-527-3066,46.056458,-118.352565,Walla Walla,5,16
2196795.964,278473.8503,7563,5636,106418,Walla Walla Online,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"1917 E Isaacs Ave., Walla Walla, Washington, 99362","1917 E Isaacs Ave., Walla Walla, Washington, 99362",Amy Kathleen Ford,aford@wwps.org,509.526.2064,46.07577679,-118.307409,Walla Walla,5,16
2191342.941,359160.7113,7598,5687,106761,Prescott Middle School,,11801,123,Educational Service District 123,36402,Prescott School District,6,8,6,8," Affiliated With District, Public School",P,Public School,Middle School,"207 S. A Street PO Box 65, Prescott, Washington, 99348","207 S. A Street PO Box 65, Prescott, Washington, 99348",Justin  Bradford,jbradford@prescott.k12.wa.us,509.849.2217,46.297373,-118.320102,Walla Walla,5,16
2187254.552,274305.0667,7637,5705,106779,Walla Walla County Juvenile Detention,,11801,123,Educational Service District 123,36140,Walla Walla Public Schools,8,12,8,12, Detention Center,J,Juvenile Detention Center,High School,"455 W Rose St, Walla Walla, Washington, 99362","455 W Rose St, Walla Walla, Washington, 99362",Marci  Knauft,mknauft@wwps.org,509-526-8503,46.06507,-118.34544,Walla Walla,5,16
2497095.266,594545.876,5290,1962,103918,Garfield at Palouse High School,,32801,101,Educational Service District 101,38302,Garfield School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"600 E. Alder, Palouse, Washington, 99161-0000","600 E. Alder, Palouse, Washington, 99161-0000",Zane  Wells,zwells@garpal.wednet.edu,509.878.1921,46.912641,-117.071071,Whitman,5,9
2297682.075,551354.8459,5324,2088,103126,Lacrosse High School,,32801,101,Educational Service District 101,38126,LaCrosse School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"111 Hill Avenue, LaCrosse, Washington, 99143","111 Hill Avenue, LaCrosse, Washington, 99143-0218",Doug Arthur Curtis,dcurtis@lax.wednet.edu,(509) 549-3591,46.815278,-117.874315,Whitman,5,9
2450842.245,670761.4053,5390,2432,103163,Oakesdale High School,,32801,101,Educational Service District 101,38324,Oakesdale School District,6,12,6,12," Public School, Regular School",P,Public School,Other,"First & McCoy Streets, Oakesdale, Washington, 99158-0228","P.O. Box 228, Oakesdale, Washington, 99158-0228",Jake  Dingman,jdingman@gonighthawks.net,509.285.5296,47.1268,-117.2434,Whitman,5,9
2478209.388,630543.7958,5410,1961,103916,Palouse at Garfield Middle School,,32801,101,Educational Service District 101,38301,Palouse School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"600 E Alder Street, Palouse, Washington, 99161-8780","600 E Alder Street, Palouse, Washington, 99161-8780",zane  Wells,zwells@garpal.wednet.edu,509.635.1331,47.01348087,-117.1404381,Whitman,5,9
2497095.266,594545.876,5411,2622,103144,Palouse Elementary,,32801,101,Educational Service District 101,38301,Palouse School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"600 E Alder Street, Palouse, Washington, 99161-8780","600 E Alder Street, Palouse, Washington, 99161-8780",Mike  Jones,mjones@garpal.net,509.878.1921,46.912641,-117.071071,Whitman,5,9
2497135.336,594389.5538,5412,2634,103145,Palouse High School,,32801,101,Educational Service District 101,38301,Palouse School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"600 E Alder Street, Palouse, Washington, 99161-8780","600 East Alder Street, Palouse, Washington, 99161-8780",Mike  Jones,mjones@garpal.net,509.878.1921,46.912208,-117.070938,Whitman,5,9
2366222.116,653274.377,5472,3068,103160,St John/Endicott High,,32801,101,Educational Service District 101,38322,St. John School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"W 301 Nob Hill, Saint John, Washington, 99171-0058","W 301 Nob Hill, Saint John, Washington, 99171-0058",Mark  Purvine,mpurvine@stjohn.wednet.edu,509.648.3336,47.087964,-117.585705,Whitman,5,9
2342139.358,595806.2452,5509,2207,103154,Endicott/St John Elem and Middle,,32801,101,Educational Service District 101,38308,Endicott School District,PK,8,-1,8," Public School, Regular School",P,Public School,Other,"308 School Drive, Endicott, Washington, 99125-0000","308 School Dr, Endicott, Washington, 99125-0000",Bruce  Porubek,bporubek@endicott.wednet.edu,509.657.3523,46.932892,-117.690536,Whitman,5,9
2475264.874,522352.2195,5579,2587,103135,Franklin Elementary,,32801,101,Educational Service District 101,38267,Pullman School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"850 SE Klemgard, Pullman, Washington, 99163-5447","850 SE Klemgard, Pullman, Washington, 99163-5447",Stephanie  Bray,sbray@psd267.org,509.334.5641,46.717429,-117.170534,Whitman,5,9
2478271.174,630600.5043,5603,2895,103147,Garfield Elementary,,32801,101,Educational Service District 101,38302,Garfield School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"810 North Third Street, Garfield, Washington, 99130-0398","POB 398, Garfield, Washington, 99130-0398",Zane  Wells,zwells@garpal.wednet.edu,509.635.1331,47.013629,-117.140181,Whitman,5,9
2472266.506,530716.2723,5790,3203,103137,Jefferson Elementary,,32801,101,Educational Service District 101,38267,Pullman School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1150 NW Bryant, Pullman, Washington, 99163-3361","1150 NW Bryant, Pullman, Washington, 99163-3361",Jim  Bruce,jbruce@psd267.org,509.332.2617,46.74069,-117.181075,Whitman,5,9
2297698.783,551274.3956,5869,2087,103125,Lacrosse Elementary School,,32801,101,Educational Service District 101,38126,LaCrosse School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"111 Hill Ave, LaCrosse, Washington, 99143-9702","111 Hill Ave, LaCrosse, Washington, 99143-9702",Doug Arthur Curtis,dcurtis@lacrossesd.k12.wa.us,509.549.3591,46.815056,-117.874259,Whitman,5,9
2425099.57,584012.1687,6142,3366,103142,Colfax High School,,32801,101,Educational Service District 101,38300,Colfax School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"1110 N. Morton Street, Colfax, Washington, 99111-2133","1110 N. Morton Street, Colfax, Washington, 99111-2133",David  Gibb,david.gibb@csd300.com,509.830.2347,46.892,-117.3606,Whitman,5,9
2487520.925,467766.5633,6146,2588,103152,Colton School,,32801,101,Educational Service District 101,38306,Colton School District,PK,12,-1,12," Public School, Regular School",P,Public School,PK-12,"706 Union, Colton, Washington, 99113-0000","706 Union, Colton, Washington, 99113-0000",Tim  Casey,tcasey@colton.k12.wa.us,509.229.3386,46.566456,-117.131007,Whitman,5,9
2470923.819,533299.5326,6316,2499,103134,Pullman High School,,32801,101,Educational Service District 101,38267,Pullman School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"510 NW Greyhound Way, Pullman, Washington, 99163-3585","510 NW Greyhound Way, Pullman, Washington, 99163-3585",Juston  Pollestad,jpollestad@psd267.org,509.332.1551,46.747922,-117.185993,Whitman,5,9
2418095.071,707464.4779,6387,3204,103157,Rosalia Elementary & Secondary School,,32801,101,Educational Service District 101,38320,Rosalia School District,PK,12,-1,12," Public School, Regular School",P,Public School,PK-12,"916 South Josephine, Rosalia, Washington, 99170","916 South Josephine, Rosalia, Washington, 99170",Matthew  McLain,mmclain@rosaliaschools.org,509.523.3061,47.230982,-117.368999,Whitman,5,9
2366215.418,653212.8141,6518,3069,103161,St John Elementary,,32801,101,Educational Service District 101,38322,St. John School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"W 301 Nob Hill, Saint John, Washington, 99171-0058","W 301 Nob Hill, Saint John, Washington, 99171-0058",Mark  Purvine,mpurvine@stjohn.wednet.edu,509.648.3336,47.087796,-117.585741,Whitman,5,9
2425754.488,625481.7429,6529,2115,103150,Steptoe Elementary School,,32801,101,Educational Service District 101,38304,Steptoe School District,PK,8,-1,8," Public School, Regular School",P,Public School,Other,"12 Tennessee Street, Steptoe, Washington, 99174-0000","PO Box 138, Steptoe, Washington, 99174-3138",Eric  Patton,ericp@steptoe.k12.wa.us,509.397.3119,47.005545,-117.351363,Whitman,5,9
2470644.554,525750.7423,6556,3614,103139,Sunnyside Elementary,,32801,101,Educational Service District 101,38267,Pullman School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"425 SW Shirley, Pullman, Washington, 99163-2763","425 SW Shirley, Pullman, Washington, 99163-2763",Pam  Brantner,pbrantner@psd267.org,509.334.1800,46.727273,-117.18837,Whitman,5,9
2492111.524,708132.8457,6578,2052,103130,Tekoa Elementary School,,32801,101,Educational Service District 101,38265,Tekoa School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"200 N BROADWAY, TEKOA, Washington, 99033-0869","PO Box 869, TEKOA, Washington, 99033-0869",John L Cordell,johncordell@tekoasd.org,509.284.3281,47.224377,-117.071243,Whitman,5,9
2493024.68,707958.2824,6579,3418,103131,Tekoa High School,,32801,101,Educational Service District 101,38265,Tekoa School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"513 E HENKLE - 0869, TEKOA, Washington, 99033-0869","PO Box 869, TEKOA, Washington, 99033-0869",Dan  Hutton,dhutton@tekoasd.org,509.284.3401,47.22379,-117.067602,Whitman,5,9
2286393.519,692702.552,6693,3137,103128,Lamont Middle School,,32801,101,Educational Service District 101,38264,Lamont School District,5,8,5,8," Public School, Regular School",P,Public School,Middle School,"602 Main Street, Lamont, Washington, 99017-8769","602 Main Street, Lamont, Washington, 99017-8769",Charles  Pierce,cpierce@lamont.wednet.edu,509.257.2463,47.203649,-117.900778,Whitman,5,9
2425058.287,585055.1243,6703,2894,103141,Leonard M Jennings Elementary,,32801,101,Educational Service District 101,38300,Colfax School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"1207 N. Morton Street, Colfax, Washington, 99111-2133","1207 N. Morton Street, Colfax, Washington, 99111-2133",Travis  Howell,travis.howell@csd300.com,509.397.2181,46.894862,-117.360599,Whitman,5,9
2473334.129,522625.9201,6729,3419,103138,Lincoln Middle School,,32801,101,Educational Service District 101,38267,Pullman School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"315 SE Crestview, Pullman, Washington, 99163-2298","315 SE Crestview, Pullman, Washington, 99163-2298",Cameron  Grow,cgrow@psd267.wednet.edu,509.334.3411,46.718402,-117.178179,Whitman,5,9
2450850.659,670811.0332,6988,3205,103164,Oakesdale Elementary School,,32801,101,Educational Service District 101,38324,Oakesdale School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"First & McCoy Streets, Oakesdale, Washington, 99158-0228","P.O. Box 228, Oakesdale, Washington, 99158-0228",Jake  Dingman,jdingman@gonighthawks.net,509.285.5296,47.126935,-117.243358,Whitman,5,9
2478205.84,630545.8834,7042,2896,103148,Garfield Middle School,,32801,101,Educational Service District 101,38302,Garfield School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"810 N Third Street, Garfield, Washington, 99130-0000","POB 398, Garfield, Washington, 99130-0398",Zane  Wells,zwells@garpal.wednet.edu,509.635.1331,47.013487,-117.140452,Whitman,5,9
2468702.798,533788.6373,7483,5574,106223,Kamiak Elementary,,32801,101,Educational Service District 101,38267,Pullman School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"1400 NW Terre View Drive, Pullman, Washington, 99163","1400 NW Terre View Drive, Pullman, Washington, 99163",Evan  Hecker,ehecker@psd267.org,509-592-6096,46.74951745,-117.1947636,Whitman,5,9
2471886.132,527160.5711,7623,5659,106686,Pullman Community Montessori,,34950,,Washington State Charter School Commission,38901,Pullman Community Montessori,K,9,0,9,"Charter,  Not Affiliated With District, Public School",P,Public School,Other,"115 NW State St RM 215, Pullman, Washington, 99163","115 NW State St RM 215, Pullman, Washington, 99163",Laylah Sarah Sullivan,lsullivan@mypcm.org,509-336-5909,46.73099246,-117.183187,Whitman,5,9
706909.6695,1092332.972,5221,1787,100501,Cape Flattery Preschool,,18801,114,Olympic Educational Service District 114,5401,Cape Flattery School District,PK,PK,-1,-1," Public School, Regular School",P,Public School,PK Only,"13193 HWY 112, Sekiu, Washington, 98381-0109","Box 109, Sekiu, Washington, 98381-0109",Michelle  Parkin,mparkin@cfsd.wednet.edu,360.963.2075,48.26604,-124.332761,Clallam,6,24
638199.1632,1131407.618,5222,2594,100503,Neah Bay Elementary School,,18801,114,Olympic Educational Service District 114,5401,Cape Flattery School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3560 Deer Street, Neah Bay, Washington, 98357-0000","3560 Deer Street PO Box 86, Neah Bay, Washington, 98357-0086",Alice   Murner,amurner@cfsd.wednet.edu,360.645.2649,48.363481,-124.622752,Clallam,6,24
918051.593,1029472.771,5417,4003,100486,Lincoln High School,,18801,114,Olympic Educational Service District 114,5121,Port Angeles School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"924 W 9TH ST, PORT ANGELES, Washington, 98363-5748","924 W 9TH ST, PORT ANGELES, Washington, 98363-5748",CINDY L CRUMB,ccrumb@portangelesschools.org,360.452.9502,48.11883666,-123.4571273,Clallam,6,24
934129.2226,1022932.328,5418,5115,104620,Roosevelt Elementary School,,18801,114,Olympic Educational Service District 114,5121,Port Angeles School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"106 Monroe Road, Port Angeles, Washington, 98362","106 Monroe Road, Port Angeles, Washington, 98362",Jennifer  Van De Wege,jvandewege@portangelesschools.org,360.452.8973,48.102558,-123.39039,Clallam,6,24
923730.2503,1028041.179,5419,1897,100474,Special Education,,18801,114,Olympic Educational Service District 114,5121,Port Angeles School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"216 E 4TH ST, PORT ANGELES, Washington, 98362-3200","216 E 4TH ST, PORT ANGELES, Washington, 98362-3200",Pamela  Sanford,psanford@portangelesschools.org,360.565.3740,48.11549718,-123.4336845,Clallam,6,24
688206.5402,976668.0671,5426,1671,100510,District Run Home School,,18801,114,Olympic Educational Service District 114,5402,Quillayute Valley School District,K,12,0,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,K-12,"382 South Forks Avenue, Forks, Washington, 98331-0000","411 S Spartan Avenue, Forks, Washington, 98331-9027",Cindy  Feasel,cindy.feasel@qvschools.org,360.374.6262 ext.356,47.94693762,-124.3860501,Clallam,6,24
688790.2677,977207.4866,5427,5071,104243,Insight School of Washington,,18801,114,Olympic Educational Service District 114,5402,Quillayute Valley School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"411 South Spartan Ave, Forks, Washington, 98331","411 South Spartan Ave, Forks, Washington, 98331",Darice  Bales,darice.bales@k12insightwa.org,425.533.2700 ext. 2004,47.948493,-124.38378,Clallam,6,24
